symbol,C1,C2,C3,T1,T2,T3
CDRT15P2,0,0,0,0,0,0
CDRT15P3,16,12,13,9,12,18
CDRT3,0,2,0,0,2,0
CDRT4,105,0,0,69,0,0
CDRT7,0,0,0,0,0,0
CDRT8,0,0,0,0,0,0
CDS1,3474,3233,3623,2324,2372,2837
CDS2,2449,1965,2280,2403,2495,2685
CDSN,6,6,8,7,5,6
CDT1,92,72,79,89,84,88
CDV3,2509,2186,2549,2426,2322,2411
CDX1,0,0,0,0,0,0
CDX2,571,456,413,1287,998,1294
CDX4,0,0,0,0,0,0
CDY1,0,0,0,0,0,0
CDY1B,0,0,0,0,0,0
CDY2A,0,0,0,0,0,0
CDY2B,0,0,0,0,0,0
CDYL,874,797,877,741,731,814
CDYL-AS1,0,0,0,0,0,0
CDYL2,8,6,10,4,8,4
CEACAM1,6169,5302,6267,10650,9740,11565
CEACAM16,0,3,0,0,6,0
CEACAM16-AS1,24,9,15,20,27,26
CEACAM18,0,0,0,0,0,0
CEACAM19,545,430,482,176,197,227
CEACAM20,0,2,0,0,0,0
CEACAM21,0,0,0,0,0,0
CEACAM22P,7,4,4,16,5,16
CEACAM3,9,10,9,22,11,8
CEACAM4,0,0,0,0,0,0
CEACAM5,253307,205215,271388,296137,256704,307095
CEACAM6,178657,153968,189633,110905,104165,124222
CEACAM7,23,22,26,1449,1304,1522
CEACAM8,7,5,6,6,5,6
CEBPA,537,372,447,354,284,384
CEBPA-DT,140,128,114,78,102,92
CEBPB,126,1654,1863,98,1138,1639
CEBPB-AS1,10,3,14,5,11,10
CEBPD,1535,1220,1609,4141,3448,4589
CEBPE,0,0,0,2,0,0
CEBPG,4226,3807,4401,2174,2010,2184
CEBPZ,1053,1002,1152,938,981,1013
CEBPZOS,1076,929,1161,914,859,943
CECR2,0,2,0,0,0,0
CECR3,0,0,0,0,0,0
CECR7,0,0,0,0,0,0
CEDORA,0,0,0,0,0,0
CEL,38,20,25,11,24,18
CELA1,0,0,0,0,0,0
CELA2A,2,0,2,1,1,2
CELA2B,7,11,6,9,10,6
CELA3A,19,1,8,11,8,6
CELA3B,12,15,8,10,6,3
CELF1,3197,2690,3046,2267,2293,2395
CELF2,2,0,0,4,0,0
CELF2-AS1,0,0,0,0,0,0
CELF2-AS2,0,0,0,0,0,0
CELF2-DT,0,0,0,0,0,0
CELF3,2,0,4,3,7,5
CELF4,17,24,39,34,27,31
CELF5,8,2,8,10,0,6
CELF6,6,0,6,6,2,0
CELP,3,7,5,2,2,2
CELSR1,627,590,662,508,553,515
CELSR2,745,618,707,462,434,477
CELSR3,219,136,164,168,141,159
CEMIP,21913,18386,20427,3376,3403,3431
CEMIP2,4071,5031,6102,6903,4433,4645
CEMP1,0,0,0,0,0,0
CENATAC,87,64,74,49,46,52
CENATAC-DT,3,2,0,0,0,0
CEND1,2,0,2,0,0,2
CENPA,37,28,26,4,10,9
CENPB,3329,2660,3050,2461,2278,2564
CENPBD1P,396,329,344,299,298,312
CENPBD2P,839,628,758,583,565,673
CENPC,305,303,354,449,441,435
CENPE,125,91,119,63,64,73
CENPF,283,214,281,67,91,76
CENPH,84,107,76,71,84,59
CENPI,46,34,71,12,14,6
CENPJ,76,61,55,155,171,164
CENPK,47,36,36,33,20,22
CENPL,66,40,53,52,53,27
CENPM,144,87,63,102,87,104
CENPN,102,82,94,48,46,57
CENPN-AS1,10,7,6,7,9,5
CENPO,245,225,234,144,140,177
CENPP,5,24,2,3,7,32
CENPQ,62,78,67,75,86,103
CENPS,256,210,279,195,139,205
CENPS-CORT,39,41,52,28,56,20
CENPT,756,642,616,749,637,787
CENPU,134,133,125,45,61,55
CENPV,656,658,739,261,318,317
CENPVL1,38,53,50,12,12,24
CENPVL2,39,49,50,14,13,27
CENPVL3,17,13,14,7,2,8
CENPW,77,32,71,13,40,20
CENPX,947,750,798,633,581,652
CEP104,1056,1148,1476,1303,1230,1276
CEP112,82,65,49,146,113,120
CEP120,364,368,364,390,346,401
CEP126,29,23,21,12,12,14
CEP128,22,11,22,10,10,12
CEP131,591,423,531,402,354,411
CEP135,55,55,71,40,68,77
CEP15,68,80,56,59,57,48
CEP152,138,154,100,166,125,139
CEP162,86,69,99,104,111,98
CEP164,971,822,821,629,620,726
CEP170,135,112,127,123,132,106
CEP170B,8820,6972,7810,4904,4589,5346
CEP170P1,9,2,3,4,2,3
CEP19,47,27,41,34,29,49
CEP192,1222,992,1153,1161,1104,1189
CEP192P1,47,17,19,19,20,14
CEP20,267,286,324,310,285,248
CEP250,1314,1123,1199,1071,979,990
CEP250-AS1,0,6,4,2,0,0
CEP290,504,462,549,501,471,463
CEP295,382,264,339,275,322,307
CEP295NL,0,1,0,0,3,3
CEP350,714,544,915,845,797,774
CEP41,244,221,210,174,184,190
CEP43,446,293,406,371,398,409
CEP44,242,234,223,309,305,323
CEP55,174,165,197,58,56,44
CEP57,971,835,1004,955,903,931
CEP57L1,171,142,155,173,111,143
CEP63,617,609,626,551,451,561
CEP68,357,301,387,264,261,373
CEP70,655,626,800,599,581,615
CEP72,300,214,246,529,494,554
CEP72-DT,1,1,1,0,1,1
CEP76,154,123,153,108,105,126
CEP78,162,134,197,168,114,173
CEP83,75,78,77,56,14,36
CEP83-DT,4,0,6,2,2,3
CEP85,594,513,562,266,279,340
CEP85L,79,43,67,84,65,75
CEP89,478,498,525,483,439,474
CEP95,591,514,541,859,713,763
CEP97,78,129,90,111,83,87
CEPT1,1175,1172,1325,1165,1325,1405
CER1,0,0,0,0,0,0
CERCAM,380,283,363,256,217,271
CERK,2523,2021,2433,2334,2317,2350
CERKL,4,0,2,0,0,0
CERNA1,6,8,10,27,20,11
CERNA2,0,0,0,0,0,0
CERNA3,0,0,0,2,0,0
CEROX1,99,98,77,72,60,68
CERS1,2,0,3,2,0,7
CERS2,7592,6495,4392,5579,5100,6173
CERS3,0,0,0,0,2,0
CERS3-AS1,0,0,0,0,0,0
CERS4,35,29,20,19,25,17
CERS5,568,569,565,560,598,269
CERS6,3815,3476,4264,3518,3382,3576
CERS6-AS1,22,45,84,20,80,89
CERT1,1879,1542,1689,1009,989,1169
CES1,28,18,30,74,61,108
CES1P1,0,0,0,0,0,0
CES1P2,0,0,0,0,0,0
CES2,11281,9485,11155,7067,6865,7266
CES3,475,365,436,663,690,829
CES4A,75,63,87,77,50,89
CES5A,0,0,0,0,0,0
CES5AP1,0,0,0,0,0,0
CETN1,0,0,0,0,0,0
CETN2,502,432,502,328,318,354
CETN3,239,220,238,206,204,178
CETN4P,5,0,5,0,0,0
CETP,0,0,0,0,0,0
CFAP100,0,2,0,2,0,2
CFAP100-DT,0,0,0,0,0,0
CFAP107,0,0,0,0,0,0
CFAP119,112,107,128,78,113,122
CFAP126,75,72,65,72,80,67
CFAP141,0,0,0,0,0,0
CFAP144,41,33,63,30,63,45
CFAP144P1,0,0,0,0,2,2
CFAP144P2,0,0,0,0,0,0
CFAP157,26,15,20,18,9,12
CFAP161,0,0,0,0,0,0
CFAP20,640,703,835,703,663,816
CFAP206,4,2,2,0,0,0
CFAP20DC,5,4,19,14,9,4
CFAP20DC-AS1,0,0,0,0,0,0
CFAP20DC-DT,0,0,0,0,0,0
CFAP210,0,0,0,0,0,0
CFAP221,13,9,14,17,30,27
CFAP251,44,48,45,30,44,29
CFAP276,0,0,0,0,0,0
CFAP298,1015,890,1018,911,844,749
CFAP298-TCP10L,76,51,153,0,23,176
CFAP299,0,0,0,0,0,0
CFAP300,22,18,19,6,13,8
CFAP36,835,729,868,721,761,699
CFAP410,849,606,693,683,602,707
CFAP418,68,49,65,38,21,34
CFAP418-AS1,0,2,4,0,0,0
CFAP43,33,26,13,32,18,38
CFAP44,53,48,26,26,580,276
CFAP44-AS1,0,0,0,0,2,2
CFAP45,50,63,57,79,108,83
CFAP46,29,19,29,29,16,15
CFAP47,0,2,0,0,0,0
CFAP52,4,4,3,3,2,4
CFAP53,43,30,34,34,26,37
CFAP54,0,0,0,0,5,2
CFAP57,5,14,4,16,8,27
CFAP58,20,17,15,23,16,35
CFAP58-DT,2,3,5,0,0,3
CFAP61,0,2,0,0,0,2
CFAP61-AS1,0,0,0,0,0,0
CFAP65,45,96,92,36,20,16
CFAP68,684,682,713,708,589,665
CFAP69,141,118,130,99,146,131
CFAP70,93,76,74,59,64,68
CFAP73,17,2,12,6,0,15
CFAP74,2,0,0,0,0,0
CFAP77,0,0,0,0,0,0
CFAP90,0,3,0,0,0,0
CFAP91,8,6,2,8,0,0
CFAP92,66,60,41,12,8,14
CFAP95,0,0,0,0,0,0
CFAP95-DT,0,0,0,0,0,0
CFAP96,26,28,26,18,35,25
CFAP97,656,676,714,462,523,491
CFAP97D1,0,0,2,0,2,0
CFAP97D2,0,0,0,0,0,0
CFAP99,4,6,5,0,4,10
CFB,2172,1994,2115,17281,17196,19293
CFC1,0,0,0,0,0,0
CFC1B,0,0,0,0,0,0
CFD,62,46,57,40,37,38
CFDP1,1262,1140,1220,1222,1229,1354
CFH,4,6,16,10,1,13
CFHR1,0,0,0,0,0,0
CFHR2,0,0,0,0,0,0
CFHR3,0,0,0,0,0,0
CFHR4,0,0,0,0,0,0
CFHR5,0,0,0,0,0,0
CFI,2713,2515,2875,2762,2342,2662
CFL1,38449,31065,35395,23636,23230,27033
CFL1P1,5,6,4,6,7,6
CFL2,97,84,57,163,153,137
CFLAR,4986,4281,4735,10364,10494,10698
CFLAR-AS1,8,4,0,8,11,7
CFP,4,0,4,0,0,0
CFTR,17,14,11,10,17,25
CFTR-AS1,0,0,0,0,0,0
CGA,0,0,0,0,0,0
CGAS,89,60,87,119,124,134
CGB1,0,0,0,0,0,1
CGB2,2,0,1,3,0,1
CGB3,0,0,0,0,0,1
CGB5,1,0,1,4,0,3
CGB7,51,33,36,51,54,51
CGB8,3,1,1,2,3,2
CGGBP1,527,533,704,523,664,594
CGN,5978,4859,5575,7320,6752,7294
CGNL1,921,821,908,544,559,628
CGREF1,67,43,42,11,13,20
CGRRF1,123,95,93,117,150,159
CH17-125A10.2,0,0,0,0,0,0
CH25H,0,0,0,0,0,0
CH507-145C22.1,34,21,37,24,28,41
CH507-42P11.6,0,0,0,0,0,0
CH507-9B2.8,0,0,0,1,1,3
CHAC1,6000,5384,5902,2031,1858,2158
CHAC2,29,41,30,9,11,8
CHAD,75,82,95,212,194,186
CHADL,5,2,9,2,6,12
CHAER1,9,2,4,0,0,0
CHAF1A,588,644,508,675,446,528
CHAF1B,174,164,158,137,131,137
CHAMP1,368,359,377,221,223,219
CHASERR,675,655,649,1270,1326,1347
CHAT,0,2,0,0,0,0
CHCHD1,660,569,645,625,609,720
CHCHD10,162,136,145,113,103,151
CHCHD2,8723,8004,8525,7549,8047,8570
CHCHD3,1611,1423,1624,1171,1047,1314
CHCHD4,255,291,319,212,258,230
CHCHD5,356,319,409,409,388,422
CHCHD6,396,387,438,286,271,345
CHCHD7,561,453,565,505,534,632
CHCT1,0,0,0,0,0,0
CHD1,1012,829,1060,1151,1019,1099
CHD1-DT,0,0,0,0,0,0
CHD1L,1098,928,1121,846,857,1006
CHD2,7727,6676,7253,8199,8489,8185
CHD3,5090,4252,4634,5824,5405,5986
CHD4,7941,6498,7522,6506,6453,7133
CHD5,23,16,17,6,0,6
CHD6,780,697,728,1083,987,1075
CHD7,902,680,760,823,767,834
CHD8,1706,1455,1596,1660,1684,1767
CHD9,914,787,977,783,720,793
CHD9NB,108,73,65,121,125,184
CHDH,657,588,631,805,822,859
CHEK1,42,58,60,46,55,38
CHEK2,221,193,200,183,172,188
CHEK2P2,0,0,0,0,0,0
CHERP,1800,1513,1813,1414,1398,1559
CHFR,1426,890,1109,1114,1046,1180
CHFR-DT,4,0,0,4,0,0
CHGA,0,1,0,0,0,0
CHGB,2,4,0,0,0,4
CHI3L1,2,0,0,3,0,2
CHI3L2,0,4,8,12,11,18
CHIA,0,0,0,0,0,0
CHIAP2,0,0,0,0,0,0
CHIC1,111,87,121,105,124,90
CHIC2,400,319,458,417,403,415
CHID1,3360,2580,3259,1888,1923,2043
CHIT1,0,0,0,0,0,4
CHKA,3844,3379,3886,2211,2352,2546
CHKA-DT,0,0,0,2,0,2
CHKB,1541,1305,1397,1678,1674,1721
CHKB-CPT1B,351,72,58,288,172,315
CHKB-DT,15,9,27,12,12,11
CHL1,0,0,0,0,0,0
CHL1-AS1,0,0,0,0,0,0
CHL1-AS2,0,0,0,0,0,0
CHM,284,444,534,480,474,498
CHML,53,68,72,55,39,58
CHMP1A,4546,3633,4125,4067,3994,4393
CHMP1B,4799,4192,4787,5119,4683,5413
CHMP1B2P,0,0,0,0,0,0
CHMP2A,5649,5002,5613,4953,4937,5348
CHMP2B,2938,2690,3182,3515,3250,3501
CHMP3,2159,1811,4038,3115,2850,1701
CHMP3-AS1,2,0,1,2,0,0
CHMP4A,235,220,211,228,199,256
CHMP4B,9572,8528,9389,9435,8702,10102
CHMP4C,1011,992,1054,1413,1301,1481
CHMP5,4238,3409,4391,4989,4901,5497
CHMP6,418,336,355,476,410,501
CHMP7,2259,1896,2116,2002,1878,2219
CHN1,2,0,0,0,2,0
CHN2,455,390,474,221,206,296
CHN2-AS1,0,2,0,0,0,0
CHODL,0,0,0,0,0,0
CHODL-AS1,0,0,0,0,0,0
CHORDC1,170,148,220,113,125,152
CHORDC1P4,10,2,3,4,0,12
CHP1,10298,9194,10101,9513,9196,9870
CHP1P2,38,31,33,57,48,37
CHP2,0,2,4,4,2,4
CHPF,8361,7038,7268,4643,4091,4680
CHPF2,2907,2398,2836,2503,1961,2648
CHPT1,1367,1300,1345,1830,1834,1984
CHRAC1,605,540,549,622,579,694
CHRD,77,55,62,118,119,119
CHRDL1,0,0,0,0,0,0
CHRDL2,0,0,0,1,0,2
CHRFAM7A,27,31,29,45,38,37
CHRM1,0,0,0,0,0,0
CHRM2,0,0,0,0,0,0
CHRM3,3,2,2,2,2,15
CHRM3-AS1,0,0,0,0,0,0
CHRM3-AS2,0,0,0,0,0,0
CHRM4,59,37,45,54,56,52
CHRM5,0,0,2,0,0,0
CHRNA1,0,0,0,0,0,0
CHRNA10,29,10,6,12,15,12
CHRNA2,0,0,0,2,0,0
CHRNA3,4,0,0,0,4,0
CHRNA4,0,0,0,0,0,0
CHRNA5,63,41,54,17,21,22
CHRNA6,0,0,0,0,0,0
CHRNA7,64,69,72,83,78,94
CHRNA9,0,0,0,0,0,0
CHRNB1,327,258,338,274,295,326
CHRNB2,2,0,6,8,4,2
CHRNB3,0,0,0,0,0,0
CHRNB4,0,0,0,0,0,0
CHRND,0,0,0,0,0,0
CHRNE,7,5,4,4,4,5
CHRNG,0,0,0,0,0,0
CHROMR,2,5,4,5,2,8
CHST1,0,6,0,0,0,0
CHST10,6,12,8,4,0,6
CHST11,16,33,20,8,0,4
CHST12,389,373,433,520,443,533
CHST13,0,2,0,0,2,0
CHST14,454,426,466,395,371,464
CHST15,1357,1155,1313,1236,1120,1147
CHST2,95,67,55,259,236,215
CHST3,105,82,98,34,36,38
CHST4,6614,6509,7124,8015,7846,8865
CHST5,37,27,44,93,77,83
CHST6,227,290,278,17,15,88
CHST7,81,66,91,43,58,46
CHST8,2,2,2,2,0,0
CHST9,0,0,0,0,0,0
CHSY1,639,517,589,388,329,396
CHSY3,0,0,0,0,0,0
CHTF18,198,140,167,100,129,73
CHTF8,226,402,381,415,413,2450
CHTOP,2255,1878,1877,1585,1660,1885
CHUK,892,817,937,565,635,748
CHUK-DT,12,5,6,6,10,5
CHURC1,1148,1029,1133,1177,1161,1226
CHURC1-FNTB,114,189,80,215,152,312
CIAO1,2537,2254,2366,2215,2191,2374
CIAO2A,805,744,797,754,827,914
CIAO2B,1988,1867,2299,1356,1519,1705
CIAO3,1046,978,959,888,882,914
CIAPIN1,1403,1259,1356,901,919,985
CIART,189,100,168,105,82,96
CIB1,25551,22837,25102,27290,26292,29206
CIB2,29,24,27,110,112,139
CIB3,0,3,0,0,3,0
CIB4,0,0,0,0,0,0
CIBAR1,150,92,119,160,137,181
CIBAR1-DT,0,0,0,0,0,0
CIBAR1P2,0,0,0,0,0,0
CIBAR2,0,0,0,0,0,0
CIC,2514,2001,2302,2431,2050,2349
CIDEA,0,0,0,0,0,0
CIDEB,22,28,37,72,70,104
CIDEC,908,623,900,304,270,326
CIDECP1,165,112,131,158,133,135
CIITA,159,143,341,463,291,447
CILK1,1251,1122,1011,998,894,1022
CILP,4,1,3,4,6,4
CILP2,43,39,25,20,15,12
CIMAP1A,0,0,0,0,0,0
CIMAP1B,268,201,261,853,851,921
CIMAP1C,11,0,12,26,18,19
CIMAP1D,0,0,0,4,0,0
CIMAP2,53,41,42,87,85,72
CIMAP3,47,45,75,46,38,54
CIMIP1,0,0,0,0,0,0
CIMIP2A,90,48,40,124,103,88
CIMIP2B,16,17,5,15,7,17
CIMIP2C,13,9,2,0,0,0
CIMIP3,0,0,0,0,0,0
CIMIP4,0,0,0,0,0,0
CINP,992,951,1054,832,801,907
CIP2A,46,29,36,13,16,20
CIPC,595,524,581,494,521,533
CIR1,799,741,841,1173,1191,1222
CIRBP,3373,2916,3347,3210,3569,3347
CIRBP-AS1,30,36,43,47,51,23
CIROP,0,2,0,0,1,0
CISD1,337,299,296,440,381,377
CISD2,963,834,947,655,754,692
CISD3,1162,914,1002,764,726,942
CISH,97,100,111,20,17,35
CIST1,561,425,547,426,372,433
CISTR,0,0,0,0,0,0
CIT,296,193,203,90,98,70
CITED1,3,4,0,0,0,5
CITED2,2503,2025,2166,2619,2224,2521
CITED4,349,223,281,359,326,381
CIZ1,2576,2407,2460,2845,2947,3335
CKAP2,336,293,348,303,280,356
CKAP2-DT,0,3,3,4,8,6
CKAP2L,84,71,80,23,12,25
CKAP4,7285,6588,7245,5337,4854,5648
CKAP5,2241,2287,2423,1748,1616,2080
CKB,1142,1214,1365,3188,3175,3378
CKLF,461,342,371,438,534,537
CKLF-CMTM1,11,0,2,10,3,6
CKM,0,1,2,2,0,0
CKMT1A,2007,1715,1839,1849,1720,2036
CKMT1B,2278,1840,2149,1568,1854,2252
CKMT2,49,40,23,14,12,17
CKMT2-AS1,127,97,123,91,92,72
CKS1B,937,866,944,827,751,893
CKS2,347,281,306,175,192,234
CLASP1,1224,1076,1175,1348,1371,1303
CLASP1-AS1,6,4,0,4,0,0
CLASP2,557,478,559,527,531,490
CLASRP,1478,1152,1510,1667,1495,1765
CLBA1,427,403,430,213,199,236
CLC,0,0,0,0,0,0
CLCA1,0,0,0,0,0,0
CLCA2,0,0,0,0,0,0
CLCA3P,0,0,0,0,0,0
CLCA4,6,2,4,14,24,24
CLCA4-AS1,21,24,22,17,21,24
CLCC1,891,759,877,574,546,602
CLCF1,558,463,523,516,436,526
CLCN1,604,661,692,758,644,760
CLCN2,659,470,507,343,322,330
CLCN3,3950,3498,4071,2933,2935,2988
CLCN4,142,81,83,141,160,173
CLCN5,348,227,249,89,107,107
CLCN6,743,650,285,652,583,307
CLCN7,1800,1929,2396,1889,1786,1497
CLCNKA,0,0,0,2,0,0
CLCNKB,6,0,0,0,0,0
CLDN1,3648,2928,3384,2334,2310,2523
CLDN10,1495,1233,1427,2037,2094,2124
CLDN10-AS1,2,0,2,0,2,9
CLDN11,0,0,2,0,0,0
CLDN12,3330,3028,3424,4318,4398,4623
CLDN14,2,3,3,6,2,8
CLDN14-AS1,21,46,28,65,40,58
CLDN15,203,151,189,213,188,163
CLDN16,5,6,3,3,8,7
CLDN17,0,0,0,0,0,0
CLDN18,80791,72204,79144,109419,108259,111393
CLDN19,0,0,0,0,0,0
CLDN2,2801,2126,2274,121,61,111
CLDN20,4,2,2,0,1,2
CLDN22,0,30,0,2,0,2
CLDN23,1866,1396,1762,1352,1186,1458
CLDN24,1,1,1,1,2,2
CLDN25,0,0,0,0,0,0
CLDN3,372,342,372,512,503,628
CLDN34,0,0,0,2,0,0
CLDN4,27754,23668,26562,32849,31635,35526
CLDN5,1,0,0,0,0,0
CLDN6,6,0,3,0,2,2
CLDN7,16238,15114,15124,12510,13342,13797
CLDN8,0,0,0,0,0,0
CLDN9,225,141,214,82,80,86
CLDND1,758,657,897,1007,907,1004
CLDND2,8,5,9,6,4,7
CLEC10A,0,0,0,0,0,0
CLEC11A,42,31,32,51,28,56
CLEC12A,0,0,0,0,0,0
CLEC12A-AS1,0,0,2,0,0,0
CLEC12B,0,0,0,0,0,0
CLEC14A,0,0,0,0,0,0
CLEC16A,1664,1378,1428,1208,1251,1319
CLEC17A,0,0,2,0,0,0
CLEC18A,15,6,14,13,5,7
CLEC18B,4,6,5,2,4,5
CLEC18C,8,2,4,3,6,2
CLEC19A,2,0,2,2,0,0
CLEC1A,0,0,0,0,0,0
CLEC1B,0,0,0,0,0,0
CLEC20A,1,3,1,1,3,3
CLEC2A,0,0,0,0,0,0
CLEC2B,10,6,6,94,128,111
CLEC2D,122,113,116,298,357,432
CLEC2L,0,0,0,0,0,0
CLEC3A,0,0,0,0,0,0
CLEC3B,0,0,2,0,0,2
CLEC4A,13,7,6,6,18,19
CLEC4C,0,0,0,0,0,0
CLEC4D,0,0,0,0,0,0
CLEC4E,0,0,0,0,0,0
CLEC4F,2,0,0,0,0,0
CLEC4G,0,0,0,0,0,0
CLEC4GP1,0,0,0,0,0,0
CLEC4M,0,0,0,0,0,0
CLEC4OP,7,7,3,5,3,10
CLEC5A,0,0,0,0,0,0
CLEC6A,0,0,0,0,0,0
CLEC7A,0,0,0,0,0,0
CLEC9A,0,0,0,0,0,0
CLECL1P,0,0,2,2,0,2
CLGN,110,100,74,40,24,32
CLHC1,102,77,81,60,68,84
CLIC1,4072,3568,3842,4387,4173,4863
CLIC2,0,0,0,0,0,0
CLIC3,2928,2602,2877,2858,2719,3077
CLIC4,4605,4508,5103,3753,3505,3570
CLIC5,703,619,777,747,754,770
CLIC6,2033,1636,1603,2496,2307,2681
CLINT1,5730,4797,8318,9151,12248,9300
CLIP1,2175,2316,2893,2087,2100,2301
CLIP1-AS1,0,0,0,0,0,0
CLIP2,4920,4000,4789,3837,3505,4312
CLIP3,31,17,18,8,10,19
CLIP4,841,751,899,839,802,905
CLK1,2586,2307,2589,3817,3767,3867
CLK2,762,614,702,564,570,568
CLK2P1,5,0,4,5,0,10
CLK3,3671,3160,3801,4542,4215,4743
CLK4,309,276,303,411,382,376
CLLU1,0,0,0,0,0,0
CLLU1-AS1,0,0,0,0,0,0
CLMAT3,0,0,0,0,0,0
CLMN,9129,7881,9016,7184,7369,7320
CLMP,2,0,0,0,0,4
CLN3,831,626,745,1062,996,1206
CLN5,720,566,704,545,502,557
CLN6,664,483,645,380,486,413
CLN8,422,360,414,250,227,276
CLN8-AS1,84,45,56,74,82,71
CLNK,0,0,0,2,0,0
CLNS1A,2409,2108,3044,3230,2235,2366
CLOCK,1638,1449,1602,1353,1207,1264
CLP1,388,319,285,309,357,296
CLPB,324,272,360,297,304,315
CLPP,1708,1469,1767,1803,1432,1799
CLPS,0,0,0,0,0,0
CLPSL1,0,0,0,0,0,0
CLPSL2,0,0,0,0,0,0
CLPTM1,5131,4168,5040,4304,3901,4488
CLPTM1L,1990,1525,1996,1500,1570,1772
CLPX,1257,1243,1345,1732,1608,1731
CLRN1,0,0,0,0,0,0
CLRN1-AS1,0,0,0,2,0,0
CLRN2,0,0,0,0,0,0
CLRN3,38,37,18,56,62,88
CLSPN,27,27,27,2,0,4
CLSTN1,16061,16159,18895,18537,17051,19508
CLSTN2,0,0,0,0,0,2
CLSTN2-AS1,0,0,0,0,0,0
CLSTN3,638,488,536,718,658,703
CLTA,5629,4854,5671,5821,5721,6344
CLTB,4026,3203,3589,3455,3353,3974
CLTC,13997,12126,13712,11619,11406,11863
CLTCL1,199,109,193,170,164,183
CLTRN,45,29,38,34,60,23
CLU,20948,21374,23957,10821,9875,12354
CLUAP1,208,217,214,203,202,228
CLUH,4414,3670,3915,3479,3425,3392
CLUHP3,238,181,238,277,232,286
CLUL1,0,0,3,0,2,4
CLVS1,0,0,0,2,7,0
CLVS2,0,0,0,0,0,0
CLXN,2,4,0,2,2,0
CLYBL,377,260,360,172,162,144
CLYBL-AS1,0,0,0,0,0,0
CLYBL-AS2,0,0,0,0,0,0
CLYBL-AS3,0,0,0,0,0,0
CMA1,0,2,0,0,0,0
CMAHP,0,0,0,0,0,0
CMAS,2376,2171,2471,2094,2109,2294
CMBL,2628,2391,4001,3287,3054,5326
CMC1,412,367,422,469,335,530
CMC2,190,167,180,124,112,151
CMC4,95,54,85,35,38,29
CMIP,4022,3452,3568,4116,4019,4350
CMKLR1,0,0,0,0,0,0
CMKLR2,0,0,0,0,0,0
CMKLR2-AS,0,0,0,0,0,0
CMPK1,6503,6775,8641,9380,10086,7960
CMPK2,118,74,67,723,684,612
CMSS1,152,151,155,46,38,69
CMTM1,44,40,56,48,15,52
CMTM2,5,0,0,5,0,2
CMTM3,37,39,52,183,191,239
CMTM4,6150,3190,5940,4474,4753,4580
CMTM5,0,0,0,0,0,0
CMTM6,3699,3415,3792,3212,3322,3551
CMTM7,2697,2483,2661,1744,1645,1891
CMTM8,569,501,616,493,527,600
CMTR1,1752,1472,1622,1979,2014,2282
CMTR2,461,366,460,290,280,302
CMYA5,22,10,12,23,13,8
CNBD1,0,0,0,0,0,0
CNBD2,0,2,0,0,0,0
CNBP,5266,8392,9557,8103,7664,4634
CNDP1,0,0,2,8,20,10
CNDP2,6947,5819,6846,7487,7436,8256
CNEP1R1,221,175,203,149,157,182
CNFN,40,35,26,23,24,22
CNGA1,84,55,97,42,42,36
CNGA2,0,0,0,0,0,0
CNGA3,0,0,0,2,0,0
CNGA4,2,0,2,0,2,5
CNGB1,0,0,0,0,0,0
CNGB3,0,0,0,0,0,0
CNIH1,1739,1717,1671,1509,1741,1694
CNIH2,39,26,49,29,25,30
CNIH3,5,7,11,4,4,6
CNIH3-AS1,0,0,0,0,0,0
CNIH3-AS2,0,0,0,0,0,0
CNIH4,1458,1316,1045,1244,1256,1354
CNKSR1,1563,1167,1348,1777,1669,1807
CNKSR2,0,0,0,0,0,0
CNKSR3,292,228,312,418,301,479
CNMD,0,0,0,0,0,0
CNN1,0,0,2,0,0,0
CNN2,9032,7328,8195,9380,8750,9643
CNN3,1341,1063,1295,1286,1086,909
CNN3-DT,10,5,13,10,15,17
CNNM1,846,768,860,536,409,491
CNNM2,654,537,708,708,679,731
CNNM3,2246,1822,2163,1977,1962,2070
CNNM3-DT,4,6,2,2,0,0
CNNM4,2754,2156,2631,2525,2421,2929
CNOT1,10176,8679,10133,9378,8669,9637
CNOT10,311,238,323,225,213,249
CNOT10-AS1,0,0,0,0,0,0
CNOT11,2536,2461,2729,2760,2578,2919
CNOT2,1982,1709,1986,1819,1676,1734
CNOT3,173,134,156,165,136,169
CNOT4,608,474,612,638,479,594
CNOT6,1374,1322,1434,1412,1492,1501
CNOT6L,764,696,745,1101,1055,1057
CNOT7,825,1412,1521,1139,904,857
CNOT8,1667,1479,1529,1683,1826,1825
CNOT9,1100,917,944,899,885,1013
CNP,1947,1427,1488,1888,1822,2196
CNPPD1,3315,2663,3027,2618,2616,2996
CNPY1,0,0,0,0,0,0
CNPY2,1667,1372,1632,1240,1251,1383
CNPY2-AS1,24,19,9,0,9,12
CNPY3,1356,1139,1417,1847,1757,1982
CNPY3-GNMT,4,0,12,6,2,8
CNPY4,67,51,55,19,28,41
CNR1,0,0,0,7,2,5
CNR2,0,0,0,0,2,0
CNRIP1,0,0,0,0,0,0
CNST,361,276,275,336,274,358
CNTD1,20,26,2,1,126,3
CNTF,12,0,15,14,11,0
CNTFR,6,10,0,10,0,6
CNTFR-AS1,0,0,0,0,0,0
CNTLN,0,0,0,0,5,2
CNTN1,0,0,0,0,0,0
CNTN2,0,0,0,0,0,0
CNTN3,88,115,119,125,99,114
CNTN4,0,0,0,0,0,0
